GameFileName,GameName,GameDisplay,MediaSearch,Manufact,GameYear,NumPlayers,GameType,Category,GameTheme,WebLinkURL,IPDBNum,AltRunMode,DesignedBy,Author,GAMEVER,Rom,Tags
Aztec (Williams 1976),Aztec (Williams 1976),Aztec (Williams 1976),,Williams,1976,4,EM,,Historical - World Places,http://www.ipdb.org/machine.cgi?id=119,119,,?,"JPJ, Team PP, Arngrim, Chucky87, Leon Spalding, Ced, Ninuzzu",1.3,,
Baby Pac-Man (Bally 1982),Baby Pac-Man (Bally 1982),Baby Pac-Man (Bally 1982),,Bally,1982,2,SS,,-,http://www.ipdb.org/machine.cgi?id=125,125,,Claude Fernandez,"32assassin, UncleWilly, Gangafarmer, HauntFreaks, Kristian, DarthMarino",1.1,babypac,
Back to the Future (Data East 1990),Back to the Future (Data East 1990),Back to the Future (Data East 1990),,Data East,1990,4,SS,,Licensed Theme - Science Fiction - Time Travel,http://www.ipdb.org/machine.cgi?id=126,126,,"Joe Kaminkow, Ed Cebula","Arconovum, JPSalas, Cyberpez, Wrd1972, Rothbauerw, ClarkKent, Dark, Zany, Flupper1, nFozzy, Evileye, Wrd1972",1.0 FSS Rev. R2.5,bttf_a27,
Back to the Future (Data East 1990),Back to the Future (Data East 1990),Back to the Future (Data East 1990),,Data East,1990,4,SS,,Licensed Theme - Science Fiction - Time Travel,http://www.ipdb.org/machine.cgi?id=126,126,,"Joe Kaminkow, Ed Cebula","Bigus1, Cyberpez",1.1,bttf_a27,
Back to the Future (Data East 1990),Back to the Future (Data East 1990),Back to the Future (Data East 1990),,Data East,1990,4,SS,,Licensed Theme - Science Fiction - Time Travel,http://www.ipdb.org/machine.cgi?id=126,126,,"Joe Kaminkow, Ed Cebula","Cyberpez, Wrd1972, Rothbauerw, JPSalas, ClarkKent, HauntFreaks, Dark, Zany, Flupper1, nFozzy, Evileye, RustyCardores",1.4,bttf_a27,
Back to the Future (Data East 1990),Back to the Future (Data East 1990),Back to the Future (Data East 1990),,Data East,1990,4,SS,,Licensed Theme - Science Fiction - Time Travel,http://www.ipdb.org/machine.cgi?id=126,126,,"Joe Kaminkow, Ed Cebula","Delta6014, Cyberpez",BTTF 1.4 PF Mod,bttf_a27,
Back to the Future - VR Room (Data East 1990),Back to the Future - VR Room (Data East 1990),Back to the Future - VR Room (Data East 1990),,Data East,1990,4,SS,,Licensed Theme - Science Fiction - Time Travel,http://www.ipdb.org/machine.cgi?id=126,126,,"Joe Kaminkow, Ed Cebula","Senseless, Cyberpez, HauntFreaks, Stuzza, 3rdaxis, Caligula",1.0,bttf_a27,
Bad Cats (Williams 1989),Bad Cats (Williams 1989),Bad Cats (Williams 1989),,Williams,1989,4,SS,,Feline Mischief,http://www.ipdb.org/machine.cgi?id=127,127,,Barry Oursler,"Arconovum, UncleWilly, ClarkKent, Dark",1.2 FSS Rev. R2.5,bvats_l5,
Bad Cats (Williams 1989),Bad Cats (Williams 1989),Bad Cats (Williams 1989),,Williams,1989,4,SS,,Feline Mischief,http://www.ipdb.org/machine.cgi?id=127,127,,Barry Oursler,"UncleWilly, Nunzio, Knorr, ClarkKent",1.2.1a,bvats_l5,
Bad Girls (Gottlieb 1988),Bad Girls (Gottlieb 1988),Bad Girls (Gottlieb 1988),,Gottlieb,1988,4,SS,,Billiards,http://www.ipdb.org/machine.cgi?id=128,128,,Jon Norris,"32assassin, Bodydump, JPSalas",1.0.2,badgirls,
Bad Santa Pinball (Original 2018),Bad Santa Pinball (Original 2018),Bad Santa Pinball (Original 2018),,Original,2018,,SS,,,Not Available,,,?,"Stevegooner123, Xenonph, Lizard, Destruk, Mickey, Slydog43, Allknowing2012, Gtxjoe, Thalamus, Arngrim, Steely, Pinball Ken, Koadic, Jimmyfingers, Rascal, Cyberpez, Seraph74, JPSalas",1.01,,
Bad Santa Pinball 2 XL (Original 2018),Bad Santa Pinball 2 XL (Original 2018),Bad Santa Pinball 2 XL (Original 2018),,Original,2018,,SS,,,Not Available,,,?,"Stevegooner123, Xenonph, Lizard, Destruk, Mickey, Slydog43, Allknowing2012, Gtxjoe, Thalamus, Arngrim, Steely, Pinball Ken, Koadic, Jimmyfingers, Rascal, Cyberpez, Seraph74, JPSalas",1.01,,
Bad Santa Pinball XL (Original 2018),Bad Santa Pinball XL (Original 2018),Bad Santa Pinball XL (Original 2018),,Original,2018,,SS,,,Not Available,,,?,"Stevegooner123, Xenonph, Lizard, Destruk, Mickey, Slydog43, Allknowing2012, Gtxjoe, Thalamus, Arngrim, Steely, Pinball Ken, Koadic, Jimmyfingers, Rascal, Cyberpez, Seraph74, JPSalas",1.01,,
Balls-A-Poppin (Bally 1956),Balls-A-Poppin (Bally 1956),Balls-A-Poppin (Bally 1956),,Bally,1956,2,EM,,Happiness - Circus - Carnival,https://www.ipdb.org/machine.cgi?id=144,144,,?,Loserman76,1.0,,
Bally Hoo (Bally 1969),Bally Hoo (Bally 1969),Bally Hoo (Bally 1969),,Bally,1969,4,EM,,Circus - Carnival - Music,https://www.ipdb.org/machine.cgi?id=151,151,,Ted Zale,"Albert, -=Kees=_",1.0,,
Bally Hoo (Bally 1969),Bally Hoo (Bally 1969),Bally Hoo (Bally 1969),,Bally,1969,4,EM,,Circus - Carnival - Music,https://www.ipdb.org/machine.cgi?id=151,151,,Ted Zale,"-=Kees=-, Leon Spalding",1.00,,
Band Wagon (Bally 1965),Band Wagon (Bally 1965),Band Wagon (Bally 1965),,Bally,1965,4,EM,,Circus - Carnival,http://www.ipdb.org/machine.cgi?id=163,163,,Ted Zale,"Loserman76, Kees, Cryptdoctor21",1.0,,
Bank Shot (Gottlieb 1976),Bank Shot (Gottlieb 1976),Bank Shot (Gottlieb 1976),,Gottlieb,1976,1,EM,,Billiards,http://www.ipdb.org/machine.cgi?id=169,169,,Ed Krynski,"Loserman76, HauntFreaks, BorgDog, GNance, JPSalas, Pinuck, Arngrim",1.0,,
Bank-A-Ball (Gottlieb 1965),Bank-A-Ball (Gottlieb 1965),Bank-A-Ball (Gottlieb 1965),,Gottlieb,1965,1,EM,,Billiards,http://www.ipdb.org/machine.cgi?id=170,170,,Ed Krynski,"Loserman76, GNance",1.0,,
Banzai Run (Williams 1988),Banzai Run (Williams 1988),Banzai Run (Williams 1988),,Williams,1988,4,SS,,Sports - Motorcycles - Motocross,http://www.ipdb.org/machine.cgi?id=175,175,,Pat Lawlor,"Arconovum, Flupper, HauntFreaks",1.0 FSS Rev. R2.5,bnzai_l3,
Barb Wire (Gottlieb 1996),Barb Wire (Gottlieb 1996),Barb Wire (Gottlieb 1996),,Gottlieb,1996,4,SS,,Celebrities - Fictional - Licensed Theme,http://www.ipdb.org/machine.cgi?id=3795,3795,,Jon Norris,"Bigus1, Tab, Destruk, Rascal",1.0,barbwire,
Barb Wire (Gottlieb 1996),Barb Wire (Gottlieb 1996),Barb Wire (Gottlieb 1996),,Gottlieb,1996,4,SS,,Celebrities - Fictional - Licensed Theme,http://www.ipdb.org/machine.cgi?id=3795,3795,,Jon Norris,"Bigus1, Tab, Destruk, Rascal",1.0,barbwire,
Barb Wire (Gottlieb 1996),Barb Wire (Gottlieb 1996),Barb Wire (Gottlieb 1996),,Gottlieb,1996,4,SS,,Celebrities - Fictional - Licensed Theme,http://www.ipdb.org/machine.cgi?id=3795,3795,,Jon Norris,"Rascal, Tab, Destruk, Arngrim, Thalamus",1.4,barbwire,
Barbarella (Automaticos 1967),Barbarella (Automaticos 1967),Barbarella (Automaticos 1967),,Automaticos,1967,1,EM,,Fantasy - Outer Space - Science Fiction,http://www.ipdb.org/machine.cgi?id=5809,5809,,?,"Loserman76, Akiles50000, JPSalas",1.0a,,
Barracora (Williams 1981),Barracora (Williams 1981),Barracora (Williams 1981),,Williams,1981,4,SS,,Fantasy,http://www.ipdb.org/machine.cgi?id=177,177,,Barry Oursler,"Bigus1, Dids666",1.3,barra_l1,
Barracora (Williams 1981),Barracora (Williams 1981),Barracora (Williams 1981),,Williams,1981,4,SS,,Fantasy,http://www.ipdb.org/machine.cgi?id=177,177,,Barry Oursler,"Dids666, Gtxjoe, JPSalas, DjRobX",1.2,barra_l1,
Bart vs. the Space Mutants (Original 2017),Bart vs. the Space Mutants (Original 2017),Bart vs. the Space Mutants (Original 2017),,Original,2017,,SS,,-,Not Available,,,?,TheGhost787,1.1,,
Baseball (Gottlieb 1970),Baseball (Gottlieb 1970),Baseball (Gottlieb 1970),,Gottlieb,1970,1,EM,,Sports - Baseball,http://www.ipdb.org/machine.cgi?id=185,185,,Ed Krynski,"Loserman76, GNance",1.0,,
Batman (Data East 1991),Batman (Data East 1991),Batman (Data East 1991),,Data East,1991,4,SS,,Celebrities - Fictional - Licensed Theme,http://www.ipdb.org/machine.cgi?id=195,195,,"Joe Kaminkow, Ed Cebula","Arconovum, Javier1515",1.2 FSS Rev. R2.5,btmn_106,
Batman (Data East 1991),Batman (Data East 1991),Batman (Data East 1991),,Data East,1991,4,SS,,Celebrities - Fictional - Licensed Theme,http://www.ipdb.org/machine.cgi?id=195,195,,"Joe Kaminkow, Ed Cebula","Javier, Dark, Ben Logan",1.3,btmn_106,
Batman (Data East 1991),Batman (Data East 1991),Batman (Data East 1991),,Data East,1991,4,SS,,Celebrities - Fictional - Licensed Theme,http://www.ipdb.org/machine.cgi?id=195,195,,"Joe Kaminkow, Ed Cebula","Javier1515, RustyCardores",1.3,btmn_106,
Batman - The Animated Series (Original 2020),Batman - The Animated Series (Original 2020),Batman - The Animated Series (Original 2020),,Original,2020,,EM,,,Not Available,,,?,"Dunriwikan45, John Memeo",4.0,,
Batman - VR Room (Data East 1991),Batman - VR Room (Data East 1991),Batman - VR Room (Data East 1991),,Data East,1991,4,SS,,Celebrities - Fictional - Licensed Theme,http://www.ipdb.org/machine.cgi?id=195,195,,"Joe Kaminkow, Ed Cebula","Senseless, Javier, Dark, Ben Logan, Caligula",1.0,btmn_106,
Batman 66 (Original 2018),Batman 66 (Original 2018),Batman 66 (Original 2018),,Original,2018,4,SS,,,http://www.ipdb.org/machine.cgi?id=871,871,,?,"Luvthecubs, JPSalas, Onevox",1.2,,
Batman Forever (Sega 1995),Batman Forever (Sega 1995),Batman Forever (Sega 1995),,Sega,1995,6,SS,,Celebrities - Fictional - Licensed Theme,http://www.ipdb.org/machine.cgi?id=3593,3593,,"Paul Leslie, Joe Kaminkow","Bigus1, Mfuegemann, DevaL",1.3,batmanf,
Batman Forever (Sega 1995),Batman Forever (Sega 1995),Batman Forever (Sega 1995),,Sega,1995,6,SS,,Celebrities - Fictional - Licensed Theme,http://www.ipdb.org/machine.cgi?id=3593,3593,,"Paul Leslie, Joe Kaminkow","DevaL, Mfuegemann",1.5,batmanf,
Batman Returns (Original 2018),Batman Returns (Original 2018),Batman Returns (Original 2018),,Original,2018,,SS,,,Not Available,,,?,"Ivantba, Lodger",1.0,,
Batman The Dark Knight (Stern 2008),Batman The Dark Knight (Stern 2008),Batman The Dark Knight (Stern 2008),,Stern,2008,4,SS,,Licensed Theme - Movie - Superhero,http://www.ipdb.org/machine.cgi?id=5307,5307,,George Gomez,"Bigus1, Tom Tower, Ninuzzu, Vogliadicane",1.1,bdk_294,
Batman The Dark Knight (Stern 2008),Batman The Dark Knight (Stern 2008),Batman The Dark Knight (Stern 2008),,Stern,2008,4,SS,,Licensed Theme - Movie - Superhero,http://www.ipdb.org/machine.cgi?id=5307,5307,,George Gomez,"Tom Tower, Ninuzzu, DJRobX",1.2,bdk_294,
Batter Up (Gottlieb 1970),Batter Up (Gottlieb 1970),Batter Up (Gottlieb 1970),,Gottlieb,1970,1,EM,,Sports - Baseball,https://www.ipdb.org/machine.cgi?id=197,197,,Ed Krynski,"Loserman76, GNance",1.0,,
Battlestar Galactica (Original 1980),Battlestar Galactica (Original 1980),Battlestar Galactica (Original 1980),,Original,1980,4,SS,,-,http://www.ipdb.org/machine.cgi?id=2067,2067,,"? - original, but based on existing table","Xenonph, Allknowing2012, John90803, Wolis, Drybonz, Thalamus, HauntFreaks, Flupper, Gtxjoe, DjRobX, Stat, nFozzy, Slydog43, JPSalas",1.3,scrpn_l1,
Baywatch (Sega 1995),Baywatch (Sega 1995),Baywatch (Sega 1995),,Sega,1995,6,SS,,Celebrities - Fictional - Licensed Theme,http://www.ipdb.org/machine.cgi?id=2848,2848,,Joe Balcer,"Kiwi, Bmiki75, Akiles50000, Rampa, Noah Fentz, Vodweb, JPSalas, Ninuzzu, Arngrim, DJRobX, Rothbauerw, Cyberpez, Flupper1, Suds",1.0.0,baywatch,
Baywatch - VR Room (Sega 1995),Baywatch - VR Room (Sega 1995),Baywatch - VR Room (Sega 1995),,Sega,1995,6,SS,,Celebrities - Fictional - Licensed Theme,http://www.ipdb.org/machine.cgi?id=2848,2848,,Joe Balcer,"Senseless, Kiwi, Caligula",1.0.1,baywatch,
Beach Bums (Original 1986),Beach Bums (Original 1986),Beach Bums (Original 1986),,Original,1986,4,SS,,Fictional,http://www.ipdb.org/machine.cgi?id=1219,1219,,John Trudeau,"Watacaractr, BorgDog, Xenonph, HauntFreaks, Flupper",1.0,hlywoodh,
Beat Time (Williams 1967),Beat Time (Williams 1967),Beat Time (Williams 1967),,Williams,1967,2,EM,,Happiness - Music,http://www.ipdb.org/machine.cgi?id=213,213,,Steve Kordek,"Loserman76, Hauntfreaks, GNance, JPSalas, Pinuck, BorgDog, Arngrim",1.0a,,
Beat Time (Williams 1967),Beat Time (Williams 1967),Beat Time (Williams 1967),,Williams,1967,2,EM,,Happiness - Music,http://www.ipdb.org/machine.cgi?id=213,213,,Steve Kordek,"Loserman76, HauntFreaks, GNance, JPSalas, BorgDog, Arngrim",1.0a,,
Bell Ringer (Gottlieb 1990),Bell Ringer (Gottlieb 1990),Bell Ringer (Gottlieb 1990),,Gottlieb,1990,4,SS,,Sports - Motorcycles - Motocross,http://www.ipdb.org/machine.cgi?id=3602,3602,,?,"Rascal, Destruk",1.1,bellring,
Berzerk The Pinball Game (Original 2016),Berzerk The Pinball Game (Original 2016),Berzerk The Pinball Game (Original 2016),,Original,2016,,SS,,-,Not Available,,,?,Lodger,2.0,,
Beverly Hills Cop (Original 2019),Beverly Hills Cop (Original 2019),Beverly Hills Cop (Original 2019),,Original,2019,4,SS,,,Not Available,,,?,"Ivantba, JPSalas",1.0,faeton,
Big Bang Bar (Capcom 1996),Big Bang Bar (Capcom 1996),Big Bang Bar (Capcom 1996),,Capcom,1996,4,SS,,Outer Space,http://www.ipdb.org/machine.cgi?id=4001,4001,,Rob Morrison,"Sheltemke, UncleWilly, Bigus1, Schreibi34, Ninuzzu, JimmyFingers, Grizz, Rom",1.0,bbb109,
Big Bang Bar (Capcom 1996),Big Bang Bar (Capcom 1996),Big Bang Bar (Capcom 1996),,Capcom,1996,4,SS,,Outer Space,http://www.ipdb.org/machine.cgi?id=4001,4001,,Rob Morrison,"Bigus1, Ninuzzu, UncleWilly, JimmyFingers, Grizz, Rom, Thalamus, Zigbane",1.1,bbb109,
Big Bang Bar (Capcom 1996),Big Bang Bar (Capcom 1996),Big Bang Bar (Capcom 1996),,Capcom,1996,4,SS,,Outer Space,http://www.ipdb.org/machine.cgi?id=4001,4001,,Rob Morrison,"Arconovum, Randr, UncleWilly",1.0 FSS Rev. R2.5,bbb109,
Big Bang Bar (Capcom 1996),Big Bang Bar (Capcom 1996),Big Bang Bar (Capcom 1996),,Capcom,1996,4,SS,,Outer Space,http://www.ipdb.org/machine.cgi?id=4001,4001,,Rob Morrison,"Randr, UncleWilly, Ninuzzu",1.0,bbb109,
Big Bang Bar - VR Room (Capcom 1996),Big Bang Bar - VR Room (Capcom 1996),Big Bang Bar - VR Room (Capcom 1996),,Capcom,1996,4,SS,,Outer Space,http://www.ipdb.org/machine.cgi?id=4001,4001,,Rob Morrison,"UncleWilly, Bigus1, Ninuzzu",1.0,bbb109,
Big Ben (Williams 1975),Big Ben (Williams 1975),Big Ben (Williams 1975),,Williams,1975,1,EM,,World Places - Landmarks,http://www.ipdb.org/machine.cgi?id=232,232,,Steve Kordek,"Hsm, Roccodimarco, Dboyrecords, Stat, MajikBubble",1.0,,
Big Brave (Gottlieb 1974),Big Brave (Gottlieb 1974),Big Brave (Gottlieb 1974),,Gottlieb,1974,2,EM,,American West,http://www.ipdb.org/machine.cgi?id=http://www.ipdb.org/machine.cgi?id=234,234,,Ed Krynski,"HauntFreaks, Carlos Guizzo, Loserman76, BorgDog",1.0,,
Big Buck Hunter Pro (Stern 2010),Big Buck Hunter Pro (Stern 2010),Big Buck Hunter Pro (Stern 2010),,Stern,2010,4,SS,,Hunting - Licensed Theme - Animals,http://www.ipdb.org/machine.cgi?id=5513,5513,,John Borg,"32assassin, 85vette, Asotte, GtxJoe, Kanario40, Dark, JPSalas",2.0.1,bbh_170,
Big Casino (Gottlieb 1961),Big Casino (Gottlieb 1961),Big Casino (Gottlieb 1961),,Gottlieb,1961,1,EM,,Playing Cards,http://www.ipdb.org/machine.cgi?id=239,239,,Wayne Neyens,"Loserman76, HauntFreaks, BorgDog, GNance, JPSalas, Pinuck, Arngrim, Chris Aguilar",1.0,,
Big Deal (Williams 1963),Big Deal (Williams 1963),Big Deal (Williams 1963),,Williams,1963,1,EM,,Cards - Gambling,https://www.ipdb.org/machine.cgi?id=244,244,,Steve Kordek,"Alois, Wildman",1.0,,
Big Game (Stern 1980),Big Game (Stern 1980),Big Game (Stern 1980),,Stern,1980,4,SS,,Hunting - Safari,http://www.ipdb.org/machine.cgi?id=249,249,,Harry Williams,JPSalas,1.0.1,biggame,
Big Guns (Williams 1987),Big Guns (Williams 1987),Big Guns (Williams 1987),,Williams,1987,4,SS,,Space Medieval,http://www.ipdb.org/machine.cgi?id=250,250,,Mark Ritchie,32assassin,2.1,bguns_l8,
Big Horse (Maresa 1975),Big Horse (Maresa 1975),Big Horse (Maresa 1975),,Maresa,1975,1,EM,,,https://www.ipdb.org/machine.cgi?id=255,255,,?,"JPSalas, Akiles50000, Loserman76, Humanoide, Kiwi",1.0.2,,
Big House (Gottlieb 1989),Big House (Gottlieb 1989),Big House (Gottlieb 1989),,Gottlieb,1989,4,SS,,Cops and Robbers,http://www.ipdb.org/machine.cgi?id=256,256,,Ray Tanzer,"Rascal, Mfuegemann, Zany, Arngrim, Fuzzel, Batch, Inkochnito, Destruk, JPSalas",1.1,bighouse,
Big Shot (Gottlieb 1974),Big Shot (Gottlieb 1974),Big Shot (Gottlieb 1974),,Gottlieb,1974,2,EM,,Billiards,http://www.ipdb.org/machine.cgi?id=271,271,,Ed Krynski,"Rothbauerw, Bord, Shannon1, Fleep, Loserman76, Wed21",1.0,,
Big Shot (Gottlieb 1974),Big Shot (Gottlieb 1974),Big Shot (Gottlieb 1974),,Gottlieb,1974,2,EM,,Billiards,http://www.ipdb.org/machine.cgi?id=271,271,,Ed Krynski,"Loserman76, GNance, Mike Farmer, Wildman, JPSalas, Pinuck, HauntFreaks, BorgDog, Arngrim",1.0,,
Big Star (Williams 1972),Big Star (Williams 1972),Big Star (Williams 1972),,Williams,1972,1,EM,,,https://www.ipdb.org/machine.cgi?id=279,279,,Steve Kordek,"JPSalas, Albert, Halen, Stat",1.0.1,,
Big Trouble in Little China (Original 2020),Big Trouble in Little China (Original 2020),Big Trouble in Little China (Original 2020),,Original,2020,4,SS,,,Not Available,,,?,Viktor Lopez,1.1,canasta,
Black Belt (Bally 1986),Black Belt (Bally 1986),Black Belt (Bally 1986),,Bally,1986,4,SS,,Martial Arts,http://www.ipdb.org/machine.cgi?id=303,303,,Dan Langlois,"Sliderpoint, DJRobX, JPSalas, Destruk",1.0,blackblt,
Black Belt (Bally 1986),Black Belt (Bally 1986),Black Belt (Bally 1986),,Bally,1986,4,SS,,Martial Arts,http://www.ipdb.org/machine.cgi?id=303,303,,Dan Langlois,"JPSalas, Fredobiwan, Stat",1.0.0,blackblt,
Black Hole (Gottlieb 1981),Black Hole (Gottlieb 1981),Black Hole (Gottlieb 1981),,Gottlieb,1981,4,SS,,Outer Space,http://www.ipdb.org/machine.cgi?id=307,307,,"John Buras, Adolf Seitz Jr.","Cyberpez, Wrd1972, Rothbauerw,  Hauntdreaks, Borgdog, Dark, Zany",1.1,blkhole7,
Black Jack (Bally 1978),Black Jack (Bally 1978),Black Jack (Bally 1978),,Bally,1978,4,SS,,Cards - Gambling,http://www.ipdb.org/machine.cgi?id=309,309,,Jim Patla,"Bigus1, Allknowing2012, Arngrim, HauntFreaks",1.5,blackjck,
Black Jack (Bally 1978),Black Jack (Bally 1978),Black Jack (Bally 1978),,Bally,1978,4,SS,,Cards - Gambling,http://www.ipdb.org/machine.cgi?id=309,309,,Jim Patla,Allknowing2012,1.1,blackjck,
Black Knight (Williams 1980),Black Knight (Williams 1980),Black Knight (Williams 1980),,Williams,1980,4,SS,,Historical - Knights,http://www.ipdb.org/machine.cgi?id=310,310,,Steve Ritchie,"Arconovum, Bord",1.0.2 FSS Rev. R2.5,bk_l4,
Black Knight (Williams 1980),Black Knight (Williams 1980),Black Knight (Williams 1980),,Williams,1980,4,SS,,Historical - Knights,http://www.ipdb.org/machine.cgi?id=310,310,,Steve Ritchie,"Bord, The Loafer, The Hunter, JPSalas, Scottacus, Flupper, Arconovum, BorgDog, Draifet, Wall79",1.0.3,bk_l4,
Black Knight (Williams 1980),Black Knight (Williams 1980),Black Knight (Williams 1980),,Williams,1980,4,SS,,Historical - Knights,http://www.ipdb.org/machine.cgi?id=310,310,,Steve Ritchie,"JPSalas, Destruk, Leo, Jolo, Classic Playfields, Tio Italo, Kristian, Kruge99",1.3.1,bk_l4,
Black Knight 2000 (Williams 1989),Black Knight 2000 (Williams 1989),Black Knight 2000 (Williams 1989),,Williams,1989,4,SS,,Historical - Knights,http://www.ipdb.org/machine.cgi?id=311,311,,Steve Ritchie,Flupper,1.1,bk2k_l4,
Black Knight 2000 (Williams 1989),Black Knight 2000 (Williams 1989),Black Knight 2000 (Williams 1989),,Williams,1989,4,SS,,Historical - Knights,http://www.ipdb.org/machine.cgi?id=311,311,,Steve Ritchie,"Arconovum, Flupper",1.1 FSS Rev R2.6,bk2k_l4,
Black Knight 2000 - VR Room (Williams 1989),Black Knight 2000 - VR Room (Williams 1989),Black Knight 2000 - VR Room (Williams 1989),,Williams,1989,4,SS,,Historical - Knights,http://www.ipdb.org/machine.cgi?id=311,311,,Steve Ritchie,"Gear323, Flupper, Lio, Ninuzzu, Tomasaco, Johngreve, JPSalas, Dozer, Knorr, 3rdaxis, Caligula",1.1,bk2k_l4,
Black Pyramid (Bally 1984),Black Pyramid (Bally 1984),Black Pyramid (Bally 1984),,Bally,1984,4,SS,,Adventure - Supernatural,http://www.ipdb.org/machine.cgi?id=312,312,,George Christian,JPSalas,1.0.2,blakpyra,
Black Rose (Bally 1992),Black Rose (Bally 1992),Black Rose (Bally 1992),,Bally,1992,4,SS,,Fantasy - Pirates - Fictional,http://www.ipdb.org/machine.cgi?id=313,313,,"John Trudeau, Brian Eddy","Arconovum, Coindropper, HauntFreaks, GtxJoe, Dozer",0.1.0 FSS Rev. R2.5,br_l4,
Black Rose (Bally 1992),Black Rose (Bally 1992),Black Rose (Bally 1992),,Bally,1992,4,SS,,Fantasy - Pirates - Fictional,http://www.ipdb.org/machine.cgi?id=313,313,,"John Trudeau, Brian Eddy","Coindropper, JayFoxROx, GtxJoe, HauntFreaks, Dozer, nFozzy, Flupper, Rothbauerw, Arngrim, Thalamus, Draifet",0.1.0,br_l4,
Black Rose - VR Room (Bally 1992),Black Rose - VR Room (Bally 1992),Black Rose - VR Room (Bally 1992),,Bally,1992,4,SS,,Fantasy - Pirates - Fictional,http://www.ipdb.org/machine.cgi?id=313,313,,"John Trudeau, Brian Eddy","Gear323, Coindropper, HauntFreaks, Dozer, Gtxjoe, JayFoxRox, Draifet, 3rdaxis, Caligula",1.0,br_l4,
Black Sheep Squadron (Astro Games 1979),Black Sheep Squadron (Astro Games 1979),Black Sheep Squadron (Astro Games 1979),,Astro Games,1979,4,SS,,Adventure - Combat,http://www.ipdb.org/machine.cgi?id=314,314,,?,Updon,1.0,blkshpsq,
Blackout (Williams 1980),Blackout (Williams 1980),Blackout (Williams 1980),,Williams,1980,4,SS,,Outer Space - Space Fantasy,http://www.ipdb.org/machine.cgi?id=317,317,,Claude Fernandez,32assassin,1.1,blkou_l1,
Blackout (Williams 1980),Blackout (Williams 1980),Blackout (Williams 1980),,Williams,1980,4,SS,,Outer Space - Space Fantasy,http://www.ipdb.org/machine.cgi?id=317,317,,Claude Fernandez,"Schreibi34, 32assassin, GtxJoe",1.1,blkou_l1,
Blade Runner 2049 (Original 2020),Blade Runner 2049 (Original 2020),Blade Runner 2049 (Original 2020),,Original,2020,,SS,,Science-Fiction,Not Available,,,,"Wpilot, JPSalas",1.3,,
Blue Note (Gottlieb 1978),Blue Note (Gottlieb 1978),Blue Note (Gottlieb 1978),,Gottlieb,1978,1,EM,,Music - Singing,http://www.ipdb.org/machine.cgi?id=328,328,,John Osborne,"Loserman76, GNance, Arngrim, JPSalas, Pinuck, HauntFreaks, BorgDog",1.0a,,
Bone Busters Inc. (Gottlieb 1989),Bone Busters Inc. (Gottlieb 1989),Bone Busters Inc. (Gottlieb 1989),,Gottlieb,1989,4,SS,,"Haunted, Skeletons, Supernatural",http://www.ipdb.org/machine.cgi?id=347,347,,Ray Tanzer,Hmueck,1.0,bonebstr,
Boomerang (Bally 1974),Boomerang (Bally 1974),Boomerang (Bally 1974),,Bally,1974,4,EM,,Adventure - Foreign Peoples,https://www.ipdb.org/machine.cgi?id=354,354,,Jim Patla,"Scottacus, Whirlwind, Bord, Editoy, Mjr",1.02,,
Bounty Hunter (Gottlieb 1985),Bounty Hunter (Gottlieb 1985),Bounty Hunter (Gottlieb 1985),,Gottlieb,1985,4,SS,,American West,http://www.ipdb.org/machine.cgi?id=361,361,,John Buras,"Rascal, Destruk, Kristian, DesAngel, Inkochnito, Luvthatapex",1.1,bountyh,
Bowling (alle neune) (NSM 1976),Bowling (alle neune) (NSM 1976),Bowling (alle neune) (NSM 1976),,NSM,1976,1,EM,,Sports - Bowling,http://www.ipdb.org/machine.cgi?id=6037,6037,,?,"Stat, Hmueck, Bord",1.0,,
Bram Stoker's Dracula (Williams 1993),Bram Stoker's Dracula (Williams 1993),Bram Stoker's Dracula (Williams 1993),,Williams,1993,4,SS,,Celebrities - Fictional - Licensed Theme,http://www.ipdb.org/machine.cgi?id=3072,3072,,Barry Oursler,"Thalamus, ICPJuggla, , FP, Francisco666, Rom, Tom Tower, Zany, Ninuzzu, BodyDump, Ezepov, DJRobX, Rothbauerw, nFozzy, Dark, Fleep, Flupper, Kiwi, Schreibi34, JPSalas, Bord, Randr, Marco Specialities, Kds70, LOstSOul, Robertms, Vogliadicane",1.1,drac_l1,
Bram Stoker's Dracula (Williams 1993),Bram Stoker's Dracula (Williams 1993),Bram Stoker's Dracula (Williams 1993),,Williams,1993,4,SS,,Celebrities - Fictional - Licensed Theme,http://www.ipdb.org/machine.cgi?id=3072,3072,,Barry Oursler,"Bigus1, ICPJuggla, Dozer316, Francisco666, Rom, Thalamus, Arngrim, Strikekat",1.3,drac_l1,
